text,label
rgent! this is the 2nd attempt to contact u!u have won £1250 call 09071512433 b4 050703 t&csbcm4235wc1n3xx. callcost 150ppm mobilesvary. max£7. 50,spam
"sorry, i'll call later",ham
i sent them. do you like?,ham
bull. your plan was to go floating off to ikea with me without a care in the world. so i have to live with your mess another day.,ham
no that just means you have a fat head,ham
"although i told u dat i'm into baig face watches now but i really like e watch u gave cos it's fr u. thanx 4 everything dat u've done today, i'm touched...",ham
i'm in class. will holla later,ham
den wat will e schedule b lk on sun?,ham
"tell you what, if you make a little spreadsheet and track whose idea it was to smoke to determine who ""smokes too much"" for the entire month of february, i'll come up",ham
hey so this sat are we going for the intro pilates only? or the kickboxing too? ,ham
jordan got voted out last nite!,ham
convey my regards to him,ham
&lt;#&gt; ish minutes was 5 minutes ago. wtf.,ham
k..k...from tomorrow onwards started ah?,ham
... are you in the pub?,ham
good morning princess! how are you?,ham
ur awarded a city break and could win a £200 summer shopping spree every wk. txt store to 88039.skilgme.tscs087147403231winawk!age16+£1.50perwksub,spam
nope i waiting in sch 4 daddy... ,ham
"can you tell shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. she should ask someone to check sagamu for the same thing and lautech. its vital she completes her medical education in nigeria. its less expensive much less expensive. unless she will be getting citizen rates in new zealand.",ham
"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!",ham
i can make lasagna for you... vodka...,ham
u reach orchard already? u wan 2 go buy tickets first?,ham
our prashanthettan's mother passed away last night. pray for her and family.,ham
7 lor... change 2 suntec... wat time u coming?,ham
why you dint come with us.,ham
so what u doing today?,ham
"free nokia or motorola with upto 12mths 1/2price linerental, 500 free x-net mins&100txt/mth free b'tooth*. call mobileupd8 on 08001950382 or call 2optout/d3wv",spam
so wats ur opinion abt him and how abt is character?,ham
no i am not having not any movies in my laptop,ham
i'll let you know when it kicks in,ham
"the fact that you're cleaning shows you know why i'm upset. your priority is constantly ""what i want to do,"" not ""what i need to do.""",ham
oh k...i'm watching here:),ham
am also doing in cbe only. but have to pay.,ham
"i'd say that's a good sign but, well, you know my track record at reading women",ham
"oh... i was thkin of goin yogasana at 10 den no nd to go at 3 den can rush to parco 4 nb... okie lor, u call me when ready...",ham
please call our customer service representative on 0800 169 6031 between 10am-9pm as you have won a guaranteed £1000 cash or £5000 prize!,spam
yes. it's all innocent fun. o:-),ham
"she said,'' do u mind if i go into the bedroom for a minute ? '' ''ok'', i sed in a sexy mood. she came out 5 minuts latr wid a cake...n my wife,",ham
hmmm...k...but i want to change the field quickly da:-)i wanna get system administrator or network administrator..,ham
que pases un buen tiempo or something like that,ham
noice. text me when you're here,ham
not..tel software name..,ham
i don know account details..i will ask my mom and send you.my mom is out of reach now.,ham
yes. nigh you cant aha.,ham
sorry for the delay. yes masters,ham
how are you with money...as in to you...money aint a thing....how are you sha!,ham
i think that tantrum's finished so yeah i'll be by at some point,ham
shall i send that exe to your mail id.,ham
we tried to contact you re your reply to our offer of a video handset? 750 anytime any networks mins? unlimited text? camcorder? reply or call 08000930705 now,spam
jay is snickering and tells me that x is totally fucking up the chords as we speak,ham
hi happy birthday. hi hi hi hi hi hi hi,ham
how stupid to say that i challenge god.you dont think at all on what i write instead you respond immed.,ham
y she dun believe leh? i tot i told her it's true already. i thk she muz c us tog then she believe.,ham
"thank you. and by the way, i just lost.",ham
alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,ham
k.i will send in  &lt;#&gt;  min:),ham
thanks for being there for me just to talk to on saturday. you are very dear to me. i cherish having you as a brother and role model.,ham
da my birthdate in certificate is in april but real date is today. but dont publish it. i shall give you a special treat if you keep the secret. any way thanks for the wishes,ham
"will u meet ur dream partner soon? is ur career off 2 a flyng start? 2 find out free, txt horo followed by ur star sign, e. g. horo aries",spam
"sorry, was in the bathroom, sup",ham
for taking part in our mobile survey yesterday! you can now have 500 texts 2 use however you wish. 2 get txts just send txt to 80160 t&c www.txt43.com 1.50p,spam
"the house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",ham
"hmm, too many of them unfortunately... pics obviously arent hot cakes. its kinda fun tho",ham
oh... okie lor...we go on sat... ,ham
i am not sure about night menu. . . i know only about noon menu,ham
"spjanuary male sale! hot gay chat now cheaper, call 08709222922. national rate from 1.5p/min cheap to 7.8p/min peak! to stop texts call 08712460324 (10p/min)",spam
i will spoil you in bed as well :),ham
no message..no responce..what happend?,ham
today my system sh get ready.all is well and i am also in the deep well,ham
she told to hr that he want posting in chennai:)because i'm working here:),ham
please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed £1000 cash or £5000 prize!,spam
"your free ringtone is waiting to be collected. simply text the password ""mix"" to 85069 to verify. get usher and britney. fml, po box 5249, mk17 92h. 450ppw 16",spam
"hi this is yijue, can i meet u at 11 tmr?",ham
that one week leave i put know that time. why.,ham
aiyar u so poor thing... i give u my support k... jia you! i'll think of u...,ham
ur cash-balance is currently 500 pounds - to maximize ur cash-in now send go to 86688 only 150p/msg. cc 08718720201 hg/suite342/2lands row/w1j6hl,spam
"not much, just some textin'. how bout you?",ham
where are you ? you said you would be here when i woke ... :-(,ham
"wen ur lovable bcums angry wid u, dnt take it seriously.. coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... have nice day da.",ham
"sorry, i'll call later in meeting",ham
ok leave no need to ask,ham
oh my god. i'm almost home,ham
"aight, can you text me the address?",ham
have a good evening! ttyl,ham
"you are always putting your business out there. you put pictures of your ass on facebook. you are one of the most open people i've ever met. why would i think a picture of your room would hurt you, make you feel violated.",ham
i'm sick !! i'm needy !! i want you !! *pouts* *stomps feet* where are you ?! *pouts* *stomps feet* i want my slave !! i want him now !!,ham
hello! how r u? im bored. inever thought id get bored with the tv but i am. tell me something exciting has happened there? anything! =/,ham
kothi print out marandratha.,ham
"well done! your 4* costa del sol holiday or £5000 await collection. call 09050090044 now toclaim. sae, tcs, pobox334, stockport, sk38xh, cost£1.50/pm, max10mins",spam
"oops - am at my mum's in somerset... bit far! back tomo, see you soon x",ham
ok lor.,ham
"evening * v good if somewhat event laden. will fill you in, don't you worry … head * ok but throat * wrecked. see you at six then!",ham
huh so fast... dat means u havent finished painting?,ham
some are lasting as much as 2 hours. you might get lucky.,ham
oh k:)after that placement there ah?,ham
if you r @ home then come down within 5 min,ham
ooooooh i forgot to tell u i can get on yoville on my phone,ham
is there coming friday is leave for pongal?do you get any news from your work place.,ham
"my life means a lot to me, not because i love my life, but because i love the people in my life, the world calls them friends, i call them my world:-).. ge:-)..",ham
hanging out with my brother and his family,ham
can you do a mag meeting this avo at some point?,ham
ok try to do week end course in coimbatore.,ham
how come u got nothing to do?,ham
k:)i will give my kvb acc details:),ham
don know:)this week i'm going to tirunelvai da.,ham
both :) i shoot big loads so get ready!,ham
"this is the 2nd time we have tried to contact u. u have won the £400 prize. 2 claim is easy, just call 087104711148 now! only 10p per minute. bt-national-rate",spam
i'm going out to buy mum's present ar.,ham
gsoh? good with spam the ladies?u could b a male gigolo? 2 join the uk's fastest growing mens club reply oncall. mjzgroup. 08714342399.2stop reply stop. msg@£1.50rcvd,spam
"sorry, i'll call later",ham
ü give me some time to walk there.,ham
"whatever, juliana. do whatever you want.",ham
ringtone club: get the uk singles chart on your mobile each week and choose any top quality ringtone! this message is free of charge.,spam
aiyah sorry lor... i watch tv watch until i forgot 2 check my phone.,ham
true dear..i sat to pray evening and felt so.so i sms'd you in some time...,ham
"vikky, come around  &lt;time&gt; ..",ham
that means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,ham
